Feature,Subgenome
Bo5g016700,LF
Bo5g016660,LF
Bo5g016630,LF
Bo5g016600,LF
Bo5g016590,LF
Bo5g016580,LF
Bo5g016490,LF
Bo5g016470,LF
Bo5g016460,LF
Bo5g017500,LF
Bo5g016450,LF
Bo5g016400,LF
Bo5g015350,LF
Bo5g015330,LF
Bo5g015320,LF
Bo5g015310,LF
Bo5g015300,LF
Bo5g015280,LF
Bo5g015270,LF
Bo5g015240,LF
Bo5g015210,LF
Bo5g015200,LF
Bo5g015170,LF
Bo5g015120,LF
Bo5g015160,LF
Bo5g015060,LF
Bo5g015050,LF
Bo5g015040,LF
Bo5g017510,LF
Bo5g017520,LF
Bo5g017540,LF
Bo5g017550,LF
Bo5g017560,LF
Bo5g017580,LF
Bo5g017590,LF
Bo5g017650,LF
Bo5g017660,LF
Bo5g017680,LF
Bo5g017670,LF
Bo5g017690,LF
Bo5g017710,LF
Bo5g017720,LF
Bo5g017730,LF
Bo5g017750,LF
Bo5g017790,LF
Bo5g017800,LF
Bo5g017810,LF
Bo5g017820,LF
Bo5g017830,LF
Bo5g017860,LF
Bo5g017870,LF
Bo5g017880,LF
Bo5g017910,LF
Bo5g017940,LF
Bo5g017950,LF
Bo5g017960,LF
Bo5g017970,LF
Bo5g017980,LF
Bo5g018000,LF
Bo5g019300,LF
Bo5g019310,LF
Bo5g019340,LF
Bo5g019350,LF
Bo5g019370,LF
Bo5g019380,LF
Bo5g019390,LF
Bo5g019410,LF
Bo5g019420,LF
Bo5g019480,LF
Bo5g019500,LF
Bo5g019510,LF
Bo5g019550,LF
Bo5g019580,LF
Bo5g019590,LF
Bo5g019610,LF
Bo5g019630,LF
Bo5g019710,LF
Bo5g019720,LF
Bo5g019730,LF
Bo5g019740,LF
Bo5g019760,LF
Bo5g019770,LF
Bo5g019810,LF
Bo5g019840,LF
Bo5g019850,LF
Bo5g019860,LF
Bo5g019870,LF
Bo5g019940,LF
Bo5g019950,LF
Bo5g019960,LF
Bo5g019970,LF
Bo5g019980,LF
Bo5g020010,LF
Bo5g020020,LF
Bo5g020030,LF
Bo5g020040,LF
Bo5g020100,LF
Bo5g020160,LF
Bo5g020190,LF
Bo5g020270,LF
Bo5g020280,LF
Bo5g020290,LF
Bo5g020330,LF
Bo5g020380,LF
Bo5g020390,LF
Bo5g020400,LF
Bo5g020410,LF
Bo5g020470,LF
Bo5g020480,LF
Bo5g020490,LF
Bo5g020500,LF
Bo5g020510,LF
Bo5g020520,LF
Bo5g020530,LF
Bo5g020560,LF
Bo5g020570,LF
Bo5g020580,LF
Bo5g020600,LF
Bo5g020610,LF
Bo5g020620,LF
Bo5g020650,LF
Bo5g020660,LF
Bo5g020670,LF
Bo5g020700,LF
Bo5g020720,LF
Bo5g020730,LF
Bo5g020750,LF
Bo5g020760,LF
Bo5g020770,LF
Bo5g020790,LF
Bo5g020800,LF
Bo5g020810,LF
Bo5g020850,LF
Bo5g020860,LF
Bo5g020870,LF
Bo5g020880,LF
Bo5g020900,LF
Bo5g020980,LF
Bo5g021020,LF
Bo5g021030,LF
Bo5g021040,LF
Bo5g021050,LF
Bo5g021060,LF
Bo5g021100,LF
Bo5g021110,LF
Bo5g021130,LF
Bo5g021140,LF
Bo5g021160,LF
Bo5g021170,LF
Bo5g021180,LF
Bo5g021240,LF
Bo5g021270,LF
Bo5g021350,LF
Bo5g021360,LF
Bo5g021370,LF
Bo5g021380,LF
Bo5g021390,LF
Bo5g021400,LF
Bo5g021410,LF
Bo5g021440,LF
Bo5g021450,LF
Bo5g021490,LF
Bo5g021500,LF
Bo5g021520,LF
Bo5g021530,LF
Bo5g021550,LF
Bo5g021590,LF
Bo5g021600,LF
Bo5g021610,LF
Bo5g021630,LF
Bo5g021640,LF
Bo5g021660,LF
Bo5g021670,LF
Bo5g021680,LF
Bo5g021690,LF
Bo5g021730,LF
Bo5g021740,LF
Bo5g021810,LF
Bo5g021860,LF
Bo5g021890,LF
Bo5g021920,LF
Bo5g021950,LF
Bo5g021970,LF
Bo5g021980,LF
Bo5g021990,LF
Bo5g022000,LF
Bo5g022010,LF
Bo5g022030,LF
Bo5g022050,LF
Bo5g022070,LF
Bo5g022080,LF
Bo5g022130,LF
Bo5g022140,LF
Bo5g022170,LF
Bo5g022180,LF
Bo5g022190,LF
Bo5g022210,LF
Bo5g022220,LF
Bo5g022230,LF
Bo5g022250,LF
Bo5g022310,LF
Bo5g022320,LF
Bo5g022350,LF
Bo5g022360,LF
Bo5g022370,LF
Bo5g022380,LF
Bo5g023410,LF
Bo5g023420,LF
Bo5g023450,LF
Bo5g023460,LF
Bo5g023470,LF
Bo5g023480,LF
Bo5g023510,LF
Bo5g023520,LF
Bo5g023530,LF
Bo5g023540,LF
Bo5g023580,LF
Bo5g023590,LF
Bo5g023600,LF
Bo5g023610,LF
Bo5g023630,LF
Bo5g023660,LF
Bo5g023670,LF
Bo5g023680,LF
Bo5g023690,LF
Bo5g023700,LF
Bo5g023750,LF
Bo5g023760,LF
Bo5g023780,LF
Bo5g023800,LF
Bo5g023820,LF
Bo5g023830,LF
Bo5g023840,LF
Bo5g023860,LF
Bo5g023870,LF
Bo5g023880,LF
Bo5g023890,LF
Bo5g023900,LF
Bo5g023910,LF
Bo5g023920,LF
Bo5g023930,LF
Bo5g023940,LF
Bo5g024000,LF
Bo5g024010,LF
Bo5g024020,LF
Bo5g024030,LF
Bo5g024040,LF
Bo5g025640,LF
Bo00831s130,LF
Bo00831s120,LF
Bo00831s110,LF
Bo00831s090,LF
Bo00831s080,LF
Bo00831s050,LF
Bo00831s040,LF
Bo00831s030,LF
Bo5g025050,LF
Bo5g025070,LF
Bo5g025100,LF
Bo5g025110,LF
Bo5g025140,LF
Bo5g025150,LF
Bo5g025170,LF
Bo5g025210,LF
Bo5g025220,LF
Bo5g025230,LF
Bo5g025240,LF
Bo5g025250,LF
Bo5g025260,LF
Bo5g025270,LF
Bo5g025280,LF
Bo5g025310,LF
Bo5g025330,LF
Bo5g025400,LF
Bo5g025340,LF
Bo5g025360,LF
Bo5g025460,LF
Bo5g025500,LF
Bo5g025510,LF
Bo5g025520,LF
Bo5g025530,LF
Bo5g025540,LF
Bo5g025570,LF
Bo5g025600,LF
Bo5g025610,LF
Bo5g025620,LF
Bo5g025630,LF
Bo5g025700,LF
Bo5g025730,LF
Bo5g025790,LF
Bo5g025820,LF
Bo5g025860,LF
Bo5g025870,LF
Bo5g025880,LF
Bo5g025910,LF
Bo5g025920,LF
Bo5g026960,LF
Bo5g026970,LF
Bo5g026980,LF
Bo5g026990,LF
Bo5g027000,LF
Bo5g027010,LF
Bo5g027030,LF
Bo5g027070,LF
Bo5g027120,LF
Bo5g027130,LF
Bo5g027140,LF
Bo5g027160,LF
Bo5g027190,LF
Bo5g027260,LF
Bo5g027280,LF
Bo5g027290,LF
Bo5g027320,LF
Bo5g027330,LF
Bo5g027340,LF
Bo5g027370,LF
Bo5g027400,LF
Bo5g027410,LF
Bo5g027420,LF
Bo5g027430,LF
Bo5g027460,LF
Bo5g027470,LF
Bo5g027480,LF
Bo5g027490,LF
Bo5g027500,LF
Bo5g027510,LF
Bo5g027590,LF
Bo5g027600,LF
Bo5g027610,LF
Bo5g027620,LF
Bo5g027630,LF
Bo5g027650,LF
Bo5g027670,LF
Bo5g027680,LF
Bo5g027690,LF
Bo5g027710,LF
Bo5g027720,LF
Bo5g027760,LF
Bo5g027790,LF
Bo5g027800,LF
Bo5g027860,LF
Bo5g027930,LF
Bo5g027940,LF
Bo5g027970,LF
Bo5g028010,LF
Bo5g029040,LF
Bo5g029060,LF
Bo5g029080,LF
Bo5g029100,LF
Bo5g029110,LF
Bo5g029120,LF
Bo5g029130,LF
Bo5g029140,LF
Bo5g029160,LF
Bo5g029170,LF
Bo5g029180,LF
Bo5g050590,LF
Bo5g050610,LF
Bo5g050620,LF
Bo5g050630,LF
Bo5g050640,LF
Bo5g050680,LF
Bo5g030190,LF
Bo5g030210,LF
Bo5g030250,LF
Bo5g030260,LF
Bo5g030290,LF
Bo5g030300,LF
Bo5g030310,LF
Bo5g030390,LF
Bo5g030400,LF
Bo5g030410,LF
Bo5g030420,LF
Bo5g030430,LF
Bo5g030440,LF
Bo5g030460,LF
Bo5g030500,LF
Bo5g030540,LF
Bo5g030550,LF
Bo5g030560,LF
Bo5g030590,LF
Bo5g030610,LF
Bo5g030670,LF
Bo5g030680,LF
Bo5g030690,LF
Bo5g030700,LF
Bo5g030710,LF
Bo5g030730,LF
Bo5g030740,LF
Bo5g030760,LF
Bo5g030800,LF
Bo5g030810,LF
Bo5g030820,LF
Bo5g030830,LF
Bo5g030840,LF
Bo5g030850,LF
Bo5g030860,LF
Bo5g030890,LF
Bo5g030900,LF
Bo5g030910,LF
Bo5g030920,LF
Bo5g030930,LF
Bo5g030940,LF
Bo5g030950,LF
Bo5g030960,LF
Bo5g031990,LF
Bo5g032010,LF
Bo5g032020,LF
Bo5g032030,LF
Bo5g033050,LF
Bo5g033060,LF
Bo5g033090,LF
Bo5g034180,LF
Bo5g034220,LF
Bo5g034230,LF
Bo5g034260,LF
Bo5g034270,LF
Bo5g034300,LF
Bo5g034310,LF
Bo5g034330,LF
Bo5g034340,LF
Bo5g034350,LF
Bo5g034360,LF
Bo5g034370,LF
Bo5g034380,LF
Bo5g034390,LF
Bo5g034440,LF
Bo5g034450,LF
Bo5g034460,LF
Bo5g034530,LF
Bo5g034540,LF
Bo5g034570,LF
Bo5g034580,LF
Bo5g034590,LF
Bo5g034600,LF
Bo5g034610,LF
Bo5g034620,LF
Bo5g034630,LF
Bo5g034640,LF
Bo5g034660,LF
Bo5g034670,LF
Bo5g034700,LF
Bo5g034710,LF
Bo5g034720,LF
Bo5g034760,LF
Bo5g034770,LF
Bo5g034780,LF
Bo5g034790,LF
Bo5g034800,LF
Bo5g034810,LF
Bo5g034820,LF
Bo5g034830,LF
Bo5g034850,LF
Bo5g034860,LF
Bo5g034870,LF
Bo5g034880,LF
Bo5g035080,LF
Bo5g035090,LF
Bo5g035110,LF
Bo5g035120,LF
Bo5g035130,LF
Bo5g035140,LF
Bo5g035160,LF
Bo5g035170,LF
Bo5g035230,LF
Bo5g035250,LF
Bo5g035260,LF
Bo5g035270,LF
Bo5g035280,LF
Bo5g037400,LF
Bo5g037410,LF
Bo5g037420,LF
Bo5g037430,LF
Bo5g037440,LF
Bo5g037460,LF
Bo5g037470,LF
Bo5g037480,LF
Bo5g037490,LF
Bo5g037510,LF
Bo5g036300,LF
Bo5g038520,LF
Bo5g038530,LF
Bo5g038540,LF
Bo5g038550,LF
Bo5g038560,LF
Bo5g038570,LF
Bo5g038610,LF
Bo5g038630,LF
Bo5g038650,LF
Bo5g038690,LF
Bo5g038700,LF
Bo5g038720,LF
Bo5g038740,LF
Bo5g038760,LF
Bo5g038770,LF
Bo5g038780,LF
Bo5g038790,LF
Bo5g038830,LF
Bo5g038840,LF
Bo5g038860,LF
Bo5g038870,LF
Bo5g038880,LF
Bo5g038890,LF
Bo5g038900,LF
Bo5g038910,LF
Bo5g038920,LF
Bo5g038960,LF
Bo5g039000,LF
Bo5g039020,LF
Bo5g039030,LF
Bo5g039040,LF
Bo5g039050,LF
Bo5g039060,LF
Bo5g039070,LF
Bo5g039160,LF
Bo5g039170,LF
Bo5g039200,LF
Bo5g039210,LF
Bo5g039230,LF
Bo5g039240,LF
Bo5g039260,LF
Bo5g039280,LF
Bo5g039290,LF
Bo5g039300,LF
Bo5g039310,LF
Bo5g039320,LF
Bo5g039330,LF
Bo5g039340,LF
Bo5g039350,LF
Bo5g039360,LF
Bo5g039370,LF
Bo5g039380,LF
Bo5g039390,LF
Bo5g039420,LF
Bo5g039430,LF
Bo5g039500,LF
Bo5g039510,LF
Bo5g039520,LF
Bo5g039530,LF
Bo5g039540,LF
Bo5g039550,LF
Bo5g039560,LF
Bo5g039570,LF
Bo5g039580,LF
Bo5g039640,LF
Bo5g039700,LF
Bo5g039710,LF
Bo5g039720,LF
Bo5g039750,LF
Bo5g039800,LF
Bo5g039810,LF
Bo5g039820,LF
Bo5g039830,LF
Bo5g039840,LF
Bo5g039850,LF
Bo5g039910,LF
Bo5g039940,LF
Bo5g039950,LF
Bo5g040950,LF
Bo5g041050,LF
Bo5g041080,LF
Bo5g041090,LF
Bo5g041100,LF
Bo5g041110,LF
Bo5g041130,LF
Bo5g041160,LF
Bo5g041180,LF
Bo5g041190,LF
Bo5g041200,LF
Bo5g051910,LF
Bo5g051870,LF
Bo5g051860,LF
Bo5g051850,LF
Bo5g051840,LF
Bo5g051830,LF
Bo5g051820,LF
Bo5g051810,LF
Bo5g051800,LF
Bo5g051790,LF
Bo5g051780,LF
Bo5g043860,LF
Bo5g043850,LF
Bo5g043840,LF
Bo5g043830,LF
Bo5g043790,LF
Bo5g043770,LF
Bo5g043730,LF
Bo5g043720,LF
Bo5g043710,LF
Bo5g043680,LF
Bo5g043670,LF
Bo5g043640,LF
Bo5g043630,LF
Bo5g043600,LF
Bo5g043540,LF
Bo5g043530,LF
Bo5g043450,LF
Bo5g043460,LF
Bo5g043440,LF
Bo5g043430,LF
Bo5g043400,LF
Bo5g043390,LF
Bo5g043380,LF
Bo5g043370,LF
Bo5g043360,LF
Bo5g043350,LF
Bo5g043300,LF
Bo5g043280,LF
Bo5g043270,LF
Bo5g043240,LF
Bo5g043230,LF
Bo5g043200,LF
Bo5g043180,LF
Bo5g043170,LF
Bo5g043160,LF
Bo5g043140,LF
Bo5g043120,LF
Bo5g043110,LF
Bo5g043090,LF
Bo5g043070,LF
Bo5g042970,LF
Bo5g042900,LF
Bo5g042890,LF
Bo5g042880,LF
Bo5g042870,LF
Bo5g042860,LF
Bo5g042840,LF
Bo5g042830,LF
Bo5g042790,LF
Bo5g051880,LF
Bo5g042780,LF
Bo5g042770,LF
Bo5g042720,LF
Bo5g042730,LF
Bo5g042710,LF
Bo5g042690,LF
Bo5g042680,LF
Bo5g044990,LF
Bo5g045000,LF
Bo5g045010,LF
Bo5g045030,LF
Bo5g045040,LF
Bo5g045050,LF
Bo5g045060,LF
Bo5g045070,LF
Bo5g045110,LF
Bo5g045130,LF
Bo5g045160,LF
Bo5g045170,LF
Bo5g045190,LF
Bo5g045210,LF
Bo5g045240,LF
Bo5g045270,LF
Bo5g045280,LF
Bo5g041560,LF
Bo5g041590,LF
Bo5g041470,LF
Bo5g041460,LF
Bo5g041430,LF
Bo5g041330,LF
Bo5g041320,LF
Bo5g041260,LF
Bo5g041240,LF
Bo5g051920,LF
Bo5g051940,LF
Bo5g051950,LF
Bo5g051970,LF
Bo5g051990,LF
Bo5g052000,LF
Bo5g052010,LF
Bo5g052070,LF
Bo5g052110,LF
Bo5g052120,LF
Bo5g052140,LF
Bo5g052150,LF
Bo5g052250,LF
Bo5g052290,LF
Bo5g052310,LF
Bo5g052320,LF
Bo5g052340,LF
Bo5g052350,LF
Bo5g052360,LF
Bo5g052370,LF
Bo5g052380,LF
Bo5g052440,LF
Bo5g053450,LF
Bo5g053490,LF
Bo5g053500,LF
Bo5g054550,LF
Bo5g054580,LF
Bo5g054660,LF
Bo5g054680,LF
Bo5g054690,LF
Bo5g054710,LF
Bo5g054730,LF
