Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
CsaV3_4G004490,gbM,CsaV3_5G005270,gbM,wgd,Same,gbM-gbM
CsaV3_3G035580,unM,CsaV3_5G006260,unM,wgd,Same,unM-unM
CsaV3_3G035490,unM,CsaV3_5G006310,unM,wgd,Same,unM-unM
CsaV3_3G035410,gbM,CsaV3_5G006410,gbM,wgd,Same,gbM-gbM
CsaV3_3G035400,gbM,CsaV3_5G006420,gbM,wgd,Same,gbM-gbM
CsaV3_3G035300,gbM,CsaV3_5G006460,gbM,wgd,Same,gbM-gbM
CsaV3_4G024570,gbM,CsaV3_5G006560,gbM,wgd,Same,gbM-gbM
CsaV3_3G035190,unM,CsaV3_5G006610,unM,wgd,Same,unM-unM
CsaV3_4G024690,unM,CsaV3_5G006930,unM,wgd,Same,unM-unM
CsaV3_4G024710,unM,CsaV3_5G006960,unM,wgd,Same,unM-unM
CsaV3_4G025050,unM,CsaV3_5G008160,unM,wgd,Same,unM-unM
CsaV3_4G025140,unM,CsaV3_5G008200,unM,wgd,Same,unM-unM
CsaV3_3G034820,unM,CsaV3_5G008200,unM,wgd,Same,unM-unM
CsaV3_3G034630,gbM,CsaV3_5G008360,gbM,wgd,Same,gbM-gbM
CsaV3_3G034460,unM,CsaV3_5G008550,unM,wgd,Same,unM-unM
CsaV3_3G033670,gbM,CsaV3_5G010240,gbM,wgd,Same,gbM-gbM
CsaV3_3G021200,unM,CsaV3_5G014650,unM,wgd,Same,unM-unM
CsaV3_3G021460,unM,CsaV3_5G014890,unM,wgd,Same,unM-unM
CsaV3_3G021480,unM,CsaV3_5G014940,unM,wgd,Same,unM-unM
CsaV3_4G024590,gbM,CsaV3_5G026170,gbM,wgd,Same,gbM-gbM
CsaV3_5G006630,unM,CsaV3_5G026180,unM,wgd,Same,unM-unM
CsaV3_4G024630,gbM,CsaV3_5G026190,gbM,wgd,Same,gbM-gbM
CsaV3_4G024760,gbM,CsaV3_5G026390,gbM,wgd,Same,gbM-gbM
CsaV3_4G024840,unM,CsaV3_5G026520,unM,wgd,Same,unM-unM
CsaV3_5G008160,unM,CsaV3_5G026750,unM,wgd,Same,unM-unM
CsaV3_5G008210,unM,CsaV3_5G026780,unM,wgd,Same,unM-unM
CsaV3_3G042850,Unclassified,CsaV3_5G027100,Unclassified,wgd,Undetermined,Unclassified-Unclassified
CsaV3_3G042760,gbM,CsaV3_5G027150,gbM,wgd,Same,gbM-gbM
CsaV3_3G042490,Unclassified,CsaV3_5G027330,Unclassified,wgd,Undetermined,Unclassified-Unclassified
CsaV3_3G042470,unM,CsaV3_5G027360,unM,wgd,Same,unM-unM
CsaV3_2G025440,unM,CsaV3_5G030280,unM,wgd,Same,unM-unM
