Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Alyrata,unM,0,unM-teM,58,0.136150234741784
Alyrata,teM,0,unM-teM,15,0.0334821428571429
Alyrata,unM,1,unM-teM,368,0.863849765258216
Alyrata,teM,1,unM-teM,433,0.966517857142857
Alyrata,unM,0,unM-unM,1294,0.166860090264346
Alyrata,unM,1,unM-unM,6461,0.833139909735654
Athaliana,gbM,0,gbM-gbM,662,0.609015639374425
Athaliana,gbM,1,gbM-gbM,425,0.390984360625575
Athaliana,gbM,0,gbM-teM,14,0.378378378378378
Athaliana,teM,0,gbM-teM,8,0.2
Athaliana,gbM,1,gbM-teM,23,0.621621621621622
Athaliana,teM,1,gbM-teM,32,0.8
Athaliana,gbM,0,gbM-unM,383,0.5984375
Athaliana,unM,0,gbM-unM,416,0.626506024096386
Athaliana,gbM,1,gbM-unM,257,0.4015625
Athaliana,unM,1,gbM-unM,248,0.373493975903614
Athaliana,teM,0,teM-teM,123,0.220035778175313
Athaliana,teM,1,teM-teM,436,0.779964221824687
Athaliana,unM,0,unM-teM,159,0.504761904761905
Athaliana,teM,0,unM-teM,85,0.26813880126183
Athaliana,unM,1,unM-teM,156,0.495238095238095
Athaliana,teM,1,unM-teM,232,0.73186119873817
Athaliana,unM,0,unM-unM,5382,0.596607914865314
Athaliana,unM,1,unM-unM,3639,0.403392085134686
Atrichopoda,gbM,0,gbM-gbM,4,0.010840108401084
Atrichopoda,gbM,1,gbM-gbM,365,0.989159891598916
Atrichopoda,gbM,0,gbM-teM,2,0.0194174757281553
Atrichopoda,teM,0,gbM-teM,1,0.0087719298245614
Atrichopoda,gbM,1,gbM-teM,101,0.980582524271845
Atrichopoda,teM,1,gbM-teM,113,0.991228070175439
Atrichopoda,gbM,0,gbM-unM,4,0.0261437908496732
Atrichopoda,unM,0,gbM-unM,2,0.0125
Atrichopoda,gbM,1,gbM-unM,149,0.973856209150327
Atrichopoda,unM,1,gbM-unM,158,0.9875
Atrichopoda,teM,0,teM-teM,51,0.021973287376131
Atrichopoda,teM,1,teM-teM,2270,0.978026712623869
Atrichopoda,unM,0,unM-teM,3,0.0194805194805195
Atrichopoda,teM,0,unM-teM,4,0.0251572327044025
Atrichopoda,unM,1,unM-teM,151,0.980519480519481
Atrichopoda,teM,1,unM-teM,155,0.974842767295597
Atrichopoda,unM,0,unM-unM,5,0.00712250712250712
Atrichopoda,unM,1,unM-unM,697,0.992877492877493
Bdistachyon,gbM,0,gbM-gbM,96,0.0322255790533736
Bdistachyon,gbM,1,gbM-gbM,2883,0.967774420946626
Bdistachyon,gbM,0,gbM-teM,15,0.0635593220338983
Bdistachyon,teM,0,gbM-teM,12,0.040133779264214
Bdistachyon,gbM,1,gbM-teM,221,0.936440677966102
Bdistachyon,teM,1,gbM-teM,287,0.959866220735786
Bdistachyon,gbM,0,gbM-unM,56,0.0576725025746653
Bdistachyon,unM,0,gbM-unM,41,0.0401174168297456
Bdistachyon,gbM,1,gbM-unM,915,0.942327497425335
Bdistachyon,unM,1,gbM-unM,981,0.959882583170254
Bdistachyon,teM,0,teM-teM,64,0.0382546323968918
Bdistachyon,teM,1,teM-teM,1609,0.961745367603108
Bdistachyon,unM,0,unM-teM,15,0.027027027027027
Bdistachyon,teM,0,unM-teM,15,0.027027027027027
Bdistachyon,unM,1,unM-teM,540,0.972972972972973
Bdistachyon,teM,1,unM-teM,540,0.972972972972973
Bdistachyon,unM,0,unM-unM,205,0.0300102474015518
Bdistachyon,unM,1,unM-unM,6626,0.969989752598448
Boleracea,gbM,0,gbM-gbM,22,0.0909090909090909
Boleracea,gbM,1,gbM-gbM,220,0.909090909090909
Boleracea,gbM,0,gbM-teM,18,0.0487804878048781
Boleracea,teM,0,gbM-teM,13,0.0304449648711944
Boleracea,gbM,1,gbM-teM,351,0.951219512195122
Boleracea,teM,1,gbM-teM,414,0.969555035128806
Boleracea,gbM,0,gbM-unM,56,0.0860215053763441
Boleracea,unM,0,gbM-unM,43,0.0616045845272206
Boleracea,gbM,1,gbM-unM,595,0.913978494623656
Boleracea,unM,1,gbM-unM,655,0.938395415472779
Boleracea,teM,0,teM-teM,223,0.0186532831451276
Boleracea,teM,1,teM-teM,11732,0.981346716854872
Boleracea,unM,0,unM-teM,89,0.0481081081081081
Boleracea,teM,0,unM-teM,51,0.0271855010660981
Boleracea,unM,1,unM-teM,1761,0.951891891891892
Boleracea,teM,1,unM-teM,1825,0.972814498933902
Boleracea,unM,0,unM-unM,1066,0.0506605835947153
Boleracea,unM,1,unM-unM,19976,0.949339416405285
Brapa,gbM,0,gbM-gbM,0,0
Brapa,gbM,1,gbM-gbM,6,1
Brapa,gbM,0,gbM-teM,7,0.116666666666667
Brapa,teM,0,gbM-teM,9,0.115384615384615
Brapa,gbM,1,gbM-teM,53,0.883333333333333
Brapa,teM,1,gbM-teM,69,0.884615384615385
Brapa,gbM,0,gbM-unM,9,0.116883116883117
Brapa,unM,0,gbM-unM,10,0.123456790123457
Brapa,gbM,1,gbM-unM,68,0.883116883116883
Brapa,unM,1,gbM-unM,71,0.876543209876543
Brapa,teM,0,teM-teM,171,0.108986615678776
Brapa,teM,1,teM-teM,1398,0.891013384321224
Brapa,unM,0,unM-teM,100,0.102880658436214
Brapa,teM,0,unM-teM,48,0.0509013785790032
Brapa,unM,1,unM-teM,872,0.897119341563786
Brapa,teM,1,unM-teM,895,0.949098621420997
Brapa,unM,0,unM-unM,3092,0.112925020999963
Brapa,unM,1,unM-unM,24289,0.887074979000037
Bvulgaris,gbM,0,gbM-gbM,38,0.12258064516129
Bvulgaris,gbM,1,gbM-gbM,272,0.87741935483871
Bvulgaris,gbM,0,gbM-teM,11,0.132530120481928
Bvulgaris,teM,0,gbM-teM,29,0.223076923076923
Bvulgaris,gbM,1,gbM-teM,72,0.867469879518072
Bvulgaris,teM,1,gbM-teM,101,0.776923076923077
Bvulgaris,gbM,0,gbM-unM,10,0.111111111111111
Bvulgaris,unM,0,gbM-unM,14,0.142857142857143
Bvulgaris,gbM,1,gbM-unM,80,0.888888888888889
Bvulgaris,unM,1,gbM-unM,84,0.857142857142857
Bvulgaris,teM,0,teM-teM,280,0.218408736349454
Bvulgaris,teM,1,teM-teM,1002,0.781591263650546
Bvulgaris,unM,0,unM-teM,46,0.180392156862745
Bvulgaris,teM,0,unM-teM,63,0.233333333333333
Bvulgaris,unM,1,unM-teM,209,0.819607843137255
Bvulgaris,teM,1,unM-teM,207,0.766666666666667
Bvulgaris,unM,0,unM-unM,128,0.152380952380952
Bvulgaris,unM,1,unM-unM,712,0.847619047619048
Cclementina,gbM,0,gbM-gbM,223,0.118302387267905
Cclementina,gbM,1,gbM-gbM,1662,0.881697612732095
Cclementina,gbM,0,gbM-teM,6,0.0909090909090909
Cclementina,teM,0,gbM-teM,2,0.0240963855421687
Cclementina,gbM,1,gbM-teM,60,0.909090909090909
Cclementina,teM,1,gbM-teM,81,0.975903614457831
Cclementina,gbM,0,gbM-unM,79,0.128038897893031
Cclementina,unM,0,gbM-unM,75,0.115562403697997
Cclementina,gbM,1,gbM-unM,538,0.871961102106969
Cclementina,unM,1,gbM-unM,574,0.884437596302003
Cclementina,teM,0,teM-teM,10,0.01953125
Cclementina,teM,1,teM-teM,502,0.98046875
Cclementina,unM,0,unM-teM,30,0.0775193798449612
Cclementina,teM,0,unM-teM,10,0.0257731958762887
Cclementina,unM,1,unM-teM,357,0.922480620155039
Cclementina,teM,1,unM-teM,378,0.974226804123711
Cclementina,unM,0,unM-unM,468,0.0836012861736334
Cclementina,unM,1,unM-unM,5130,0.916398713826367
Cpapaya,gbM,0,gbM-gbM,925,0.548310610551275
Cpapaya,gbM,1,gbM-gbM,762,0.451689389448726
Cpapaya,gbM,0,gbM-teM,124,0.449275362318841
Cpapaya,teM,0,gbM-teM,88,0.306620209059233
Cpapaya,gbM,1,gbM-teM,152,0.550724637681159
Cpapaya,teM,1,gbM-teM,199,0.693379790940767
Cpapaya,gbM,0,gbM-unM,315,0.601145038167939
Cpapaya,unM,0,gbM-unM,292,0.535779816513761
Cpapaya,gbM,1,gbM-unM,209,0.398854961832061
Cpapaya,unM,1,gbM-unM,253,0.464220183486239
Cpapaya,teM,0,teM-teM,473,0.200084602368866
Cpapaya,teM,1,teM-teM,1891,0.799915397631134
Cpapaya,unM,0,unM-teM,120,0.405405405405405
Cpapaya,teM,0,unM-teM,115,0.327635327635328
Cpapaya,unM,1,unM-teM,176,0.594594594594595
Cpapaya,teM,1,unM-teM,236,0.672364672364672
Cpapaya,unM,0,unM-unM,1458,0.555217060167555
Cpapaya,unM,1,unM-unM,1168,0.444782939832445
Clanatus,gbM,0,gbM-gbM,30,0.0312825860271116
Clanatus,gbM,1,gbM-gbM,929,0.968717413972888
Clanatus,gbM,0,gbM-teM,3,0.036144578313253
Clanatus,teM,0,gbM-teM,2,0.0229885057471264
Clanatus,gbM,1,gbM-teM,80,0.963855421686747
Clanatus,teM,1,gbM-teM,85,0.977011494252874
Clanatus,gbM,0,gbM-unM,21,0.0575342465753425
Clanatus,unM,0,gbM-unM,7,0.0193905817174515
Clanatus,gbM,1,gbM-unM,344,0.942465753424658
Clanatus,unM,1,gbM-unM,354,0.980609418282548
Clanatus,teM,0,teM-teM,14,0.0321100917431193
Clanatus,teM,1,teM-teM,422,0.967889908256881
Clanatus,unM,0,unM-teM,8,0.0592592592592593
Clanatus,teM,0,unM-teM,1,0.00757575757575758
Clanatus,unM,1,unM-teM,127,0.940740740740741
Clanatus,teM,1,unM-teM,131,0.992424242424242
Clanatus,unM,0,unM-unM,80,0.0347222222222222
Clanatus,unM,1,unM-unM,2224,0.965277777777778
Cmelo,gbM,0,gbM-gbM,209,0.227421109902067
Cmelo,gbM,1,gbM-gbM,710,0.772578890097933
Cmelo,gbM,0,gbM-teM,32,0.172972972972973
Cmelo,teM,0,gbM-teM,13,0.0593607305936073
Cmelo,gbM,1,gbM-teM,153,0.827027027027027
Cmelo,teM,1,gbM-teM,206,0.940639269406393
Cmelo,gbM,0,gbM-unM,148,0.248322147651007
Cmelo,unM,0,gbM-unM,181,0.294308943089431
Cmelo,gbM,1,gbM-unM,448,0.751677852348993
Cmelo,unM,1,gbM-unM,434,0.705691056910569
Cmelo,teM,0,teM-teM,167,0.0411938825851011
Cmelo,teM,1,teM-teM,3887,0.958806117414899
Cmelo,unM,0,unM-teM,96,0.228028503562945
Cmelo,teM,0,unM-teM,56,0.124168514412417
Cmelo,unM,1,unM-teM,325,0.771971496437055
Cmelo,teM,1,unM-teM,395,0.875831485587583
Cmelo,unM,0,unM-unM,1221,0.322759714512292
Cmelo,unM,1,unM-unM,2562,0.677240285487708
Crubella,gbM,0,gbM-gbM,1135,0.537405303030303
Crubella,gbM,1,gbM-gbM,977,0.462594696969697
Crubella,gbM,0,gbM-teM,45,0.304054054054054
Crubella,teM,0,gbM-teM,18,0.113207547169811
Crubella,gbM,1,gbM-teM,103,0.695945945945946
Crubella,teM,1,gbM-teM,141,0.886792452830189
Crubella,gbM,0,gbM-unM,521,0.519960079840319
Crubella,unM,0,gbM-unM,560,0.539499036608863
Crubella,gbM,1,gbM-unM,481,0.480039920159681
Crubella,unM,1,gbM-unM,478,0.460500963391137
Crubella,teM,0,teM-teM,82,0.0879828326180258
Crubella,teM,1,teM-teM,850,0.912017167381974
Crubella,unM,0,unM-teM,141,0.384196185286104
Crubella,teM,0,unM-teM,63,0.174515235457064
Crubella,unM,1,unM-teM,226,0.615803814713896
Crubella,teM,1,unM-teM,298,0.825484764542936
Crubella,unM,0,unM-unM,4302,0.49924567714982
Crubella,unM,1,unM-unM,4315,0.50075432285018
Csativus,gbM,0,gbM-gbM,395,0.26797829036635
Csativus,gbM,1,gbM-gbM,1079,0.73202170963365
Csativus,gbM,0,gbM-teM,25,0.170068027210884
Csativus,teM,0,gbM-teM,15,0.101351351351351
Csativus,gbM,1,gbM-teM,122,0.829931972789116
Csativus,teM,1,gbM-teM,133,0.898648648648649
Csativus,gbM,0,gbM-unM,198,0.303680981595092
Csativus,unM,0,gbM-unM,228,0.343373493975904
Csativus,gbM,1,gbM-unM,454,0.696319018404908
Csativus,unM,1,gbM-unM,436,0.656626506024096
Csativus,teM,0,teM-teM,69,0.120418848167539
Csativus,teM,1,teM-teM,504,0.879581151832461
Csativus,unM,0,unM-teM,83,0.273026315789474
Csativus,teM,0,unM-teM,56,0.191126279863481
Csativus,unM,1,unM-teM,221,0.726973684210526
Csativus,teM,1,unM-teM,237,0.808873720136519
Csativus,unM,0,unM-unM,1084,0.343037974683544
Csativus,unM,1,unM-unM,2076,0.656962025316456
Egrandis,gbM,0,gbM-gbM,184,0.105082809822958
Egrandis,gbM,1,gbM-gbM,1567,0.894917190177042
Egrandis,gbM,0,gbM-teM,14,0.106060606060606
Egrandis,teM,0,gbM-teM,5,0.0333333333333333
Egrandis,gbM,1,gbM-teM,118,0.893939393939394
Egrandis,teM,1,gbM-teM,145,0.966666666666667
Egrandis,gbM,0,gbM-unM,58,0.0935483870967742
Egrandis,unM,0,gbM-unM,68,0.103186646433991
Egrandis,gbM,1,gbM-unM,562,0.906451612903226
Egrandis,unM,1,gbM-unM,591,0.896813353566009
Egrandis,teM,0,teM-teM,43,0.0450261780104712
Egrandis,teM,1,teM-teM,912,0.954973821989529
Egrandis,unM,0,unM-teM,12,0.0345821325648415
Egrandis,teM,0,unM-teM,9,0.0254237288135593
Egrandis,unM,1,unM-teM,335,0.965417867435158
Egrandis,teM,1,unM-teM,345,0.974576271186441
Egrandis,unM,0,unM-unM,405,0.0694682675814751
Egrandis,unM,1,unM-unM,5425,0.930531732418525
Eguineensis,gbM,0,gbM-gbM,138,0.261363636363636
Eguineensis,gbM,1,gbM-gbM,390,0.738636363636364
Eguineensis,gbM,0,gbM-teM,3,0.130434782608696
Eguineensis,teM,0,gbM-teM,2,0.0769230769230769
Eguineensis,gbM,1,gbM-teM,20,0.869565217391304
Eguineensis,teM,1,gbM-teM,24,0.923076923076923
Eguineensis,gbM,0,gbM-unM,57,0.325714285714286
Eguineensis,unM,0,gbM-unM,64,0.355555555555556
Eguineensis,gbM,1,gbM-unM,118,0.674285714285714
Eguineensis,unM,1,gbM-unM,116,0.644444444444444
Eguineensis,teM,0,teM-teM,18,0.162162162162162
Eguineensis,teM,1,teM-teM,93,0.837837837837838
Eguineensis,unM,0,unM-teM,56,0.325581395348837
Eguineensis,teM,0,unM-teM,29,0.153439153439153
Eguineensis,unM,1,unM-teM,116,0.674418604651163
Eguineensis,teM,1,unM-teM,160,0.846560846560847
Eguineensis,unM,0,unM-unM,1799,0.380418693169803
Eguineensis,unM,1,unM-unM,2930,0.619581306830197
Esalsugineum,gbM,0,gbM-gbM,0,0
Esalsugineum,gbM,1,gbM-gbM,3,1
Esalsugineum,gbM,0,gbM-teM,2,0.111111111111111
Esalsugineum,teM,0,gbM-teM,0,0
Esalsugineum,gbM,1,gbM-teM,16,0.888888888888889
Esalsugineum,teM,1,gbM-teM,21,1
Esalsugineum,gbM,0,gbM-unM,2,0.166666666666667
Esalsugineum,unM,0,gbM-unM,5,0.357142857142857
Esalsugineum,gbM,1,gbM-unM,10,0.833333333333333
Esalsugineum,unM,1,gbM-unM,9,0.642857142857143
Esalsugineum,teM,0,teM-teM,189,0.161815068493151
Esalsugineum,teM,1,teM-teM,979,0.838184931506849
Esalsugineum,unM,0,unM-teM,209,0.333333333333333
Esalsugineum,teM,0,unM-teM,79,0.129508196721311
Esalsugineum,unM,1,unM-teM,418,0.666666666666667
Esalsugineum,teM,1,unM-teM,531,0.870491803278688
Esalsugineum,unM,0,unM-unM,7063,0.468586213759703
Esalsugineum,unM,1,unM-unM,8010,0.531413786240297
Fvesca,gbM,0,gbM-gbM,424,0.297752808988764
Fvesca,gbM,1,gbM-gbM,1000,0.702247191011236
Fvesca,gbM,0,gbM-teM,41,0.269736842105263
Fvesca,teM,0,gbM-teM,7,0.0395480225988701
Fvesca,gbM,1,gbM-teM,111,0.730263157894737
Fvesca,teM,1,gbM-teM,170,0.96045197740113
Fvesca,gbM,0,gbM-unM,240,0.285035629453682
Fvesca,unM,0,gbM-unM,278,0.287487073422958
Fvesca,gbM,1,gbM-unM,602,0.714964370546318
Fvesca,unM,1,gbM-unM,689,0.712512926577042
Fvesca,teM,0,teM-teM,75,0.0604838709677419
Fvesca,teM,1,teM-teM,1165,0.939516129032258
Fvesca,unM,0,unM-teM,96,0.20125786163522
Fvesca,teM,0,unM-teM,53,0.106854838709677
Fvesca,unM,1,unM-teM,381,0.79874213836478
Fvesca,teM,1,unM-teM,443,0.893145161290323
Fvesca,unM,0,unM-unM,1513,0.249711173460967
Fvesca,unM,1,unM-unM,4546,0.750288826539033
Fxananassa,gbM,0,gbM-gbM,706,0.111058675475853
Fxananassa,gbM,1,gbM-gbM,5651,0.888941324524147
Fxananassa,gbM,0,gbM-teM,38,0.0732177263969171
Fxananassa,teM,0,gbM-teM,26,0.0481481481481481
Fxananassa,gbM,1,gbM-teM,481,0.926782273603083
Fxananassa,teM,1,gbM-teM,514,0.951851851851852
Fxananassa,gbM,0,gbM-unM,440,0.12786980528916
Fxananassa,unM,0,gbM-unM,507,0.139707908514742
Fxananassa,gbM,1,gbM-unM,3001,0.87213019471084
Fxananassa,unM,1,gbM-unM,3122,0.860292091485258
Fxananassa,teM,0,teM-teM,211,0.0431757724575404
Fxananassa,teM,1,teM-teM,4676,0.95682422754246
Fxananassa,unM,0,unM-teM,144,0.0891089108910891
Fxananassa,teM,0,unM-teM,54,0.0330882352941176
Fxananassa,unM,1,unM-teM,1472,0.910891089108911
Fxananassa,teM,1,unM-teM,1578,0.966911764705882
Fxananassa,unM,0,unM-unM,3459,0.125649315267536
Fxananassa,unM,1,unM-unM,24070,0.874350684732464
Gmax,gbM,0,gbM-gbM,120,0.0370027752081406
Gmax,gbM,1,gbM-gbM,3123,0.962997224791859
Gmax,gbM,0,gbM-teM,9,0.0588235294117647
Gmax,teM,0,gbM-teM,6,0.0384615384615385
Gmax,gbM,1,gbM-teM,144,0.941176470588235
Gmax,teM,1,gbM-teM,150,0.961538461538462
Gmax,gbM,0,gbM-unM,38,0.0297107114933542
Gmax,unM,0,gbM-unM,65,0.0495426829268293
Gmax,gbM,1,gbM-unM,1241,0.970289288506646
Gmax,unM,1,gbM-unM,1247,0.950457317073171
Gmax,teM,0,teM-teM,16,0.0271186440677966
Gmax,teM,1,teM-teM,574,0.972881355932203
Gmax,unM,0,unM-teM,31,0.0440340909090909
Gmax,teM,0,unM-teM,12,0.0172166427546628
Gmax,unM,1,unM-teM,673,0.955965909090909
Gmax,teM,1,unM-teM,685,0.982783357245337
Gmax,unM,0,unM-unM,1934,0.0662646474337011
Gmax,unM,1,unM-unM,27252,0.933735352566299
Graimondii,gbM,0,gbM-gbM,147,0.0354302241503977
Graimondii,gbM,1,gbM-gbM,4002,0.964569775849602
Graimondii,gbM,0,gbM-teM,11,0.0384615384615385
Graimondii,teM,0,gbM-teM,6,0.017910447761194
Graimondii,gbM,1,gbM-teM,275,0.961538461538462
Graimondii,teM,1,gbM-teM,329,0.982089552238806
Graimondii,gbM,0,gbM-unM,60,0.0400801603206413
Graimondii,unM,0,gbM-unM,49,0.0321522309711286
Graimondii,gbM,1,gbM-unM,1437,0.959919839679359
Graimondii,unM,1,gbM-unM,1475,0.967847769028871
Graimondii,teM,0,teM-teM,55,0.0256171401956218
Graimondii,teM,1,teM-teM,2092,0.974382859804378
Graimondii,unM,0,unM-teM,27,0.0292207792207792
Graimondii,teM,0,unM-teM,13,0.0140540540540541
Graimondii,unM,1,unM-teM,897,0.970779220779221
Graimondii,teM,1,unM-teM,912,0.985945945945946
Graimondii,unM,0,unM-unM,346,0.028397898883782
Graimondii,unM,1,unM-unM,11838,0.971602101116218
Ljaponicus,gbM,0,gbM-gbM,29,0.00913098236775819
Ljaponicus,gbM,1,gbM-gbM,3147,0.990869017632242
Ljaponicus,gbM,0,gbM-teM,1,0.00387596899224806
Ljaponicus,teM,0,gbM-teM,1,0.0034965034965035
Ljaponicus,gbM,1,gbM-teM,257,0.996124031007752
Ljaponicus,teM,1,gbM-teM,285,0.996503496503496
Ljaponicus,gbM,0,gbM-unM,3,0.00379746835443038
Ljaponicus,unM,0,gbM-unM,7,0.00833333333333333
Ljaponicus,gbM,1,gbM-unM,787,0.99620253164557
Ljaponicus,unM,1,gbM-unM,833,0.991666666666667
Ljaponicus,teM,0,teM-teM,28,0.014957264957265
Ljaponicus,teM,1,teM-teM,1844,0.985042735042735
Ljaponicus,unM,0,unM-teM,5,0.00905797101449275
Ljaponicus,teM,0,unM-teM,6,0.0104712041884817
Ljaponicus,unM,1,unM-teM,547,0.990942028985507
Ljaponicus,teM,1,unM-teM,567,0.989528795811518
Ljaponicus,unM,0,unM-unM,25,0.0070402703463813
Ljaponicus,unM,1,unM-unM,3526,0.992959729653619
Macuminata,gbM,0,gbM-gbM,2334,0.435285341290563
Macuminata,gbM,1,gbM-gbM,3028,0.564714658709437
Macuminata,gbM,0,gbM-teM,232,0.353658536585366
Macuminata,teM,0,gbM-teM,138,0.221153846153846
Macuminata,gbM,1,gbM-teM,424,0.646341463414634
Macuminata,teM,1,gbM-teM,486,0.778846153846154
Macuminata,gbM,0,gbM-unM,469,0.515384615384615
Macuminata,unM,0,gbM-unM,479,0.514500537056928
Macuminata,gbM,1,gbM-unM,441,0.484615384615385
Macuminata,unM,1,gbM-unM,452,0.485499462943072
Macuminata,teM,0,teM-teM,62,0.225454545454545
Macuminata,teM,1,teM-teM,213,0.774545454545455
Macuminata,unM,0,unM-teM,95,0.44811320754717
Macuminata,teM,0,unM-teM,53,0.269035532994924
Macuminata,unM,1,unM-teM,117,0.55188679245283
Macuminata,teM,1,unM-teM,144,0.730964467005076
Macuminata,unM,0,unM-unM,5216,0.517255057516858
Macuminata,unM,1,unM-unM,4868,0.482744942483142
Mdomestica,gbM,0,gbM-gbM,32,0.00782778864970646
Mdomestica,gbM,1,gbM-gbM,4056,0.992172211350294
Mdomestica,gbM,0,gbM-teM,3,0.00806451612903226
Mdomestica,teM,0,gbM-teM,0,0
Mdomestica,gbM,1,gbM-teM,369,0.991935483870968
Mdomestica,teM,1,gbM-teM,401,1
Mdomestica,gbM,0,gbM-unM,9,0.00905432595573441
Mdomestica,unM,0,gbM-unM,22,0.0211946050096339
Mdomestica,gbM,1,gbM-unM,985,0.990945674044266
Mdomestica,unM,1,gbM-unM,1016,0.978805394990366
Mdomestica,teM,0,teM-teM,9,0.00470465237846315
Mdomestica,teM,1,teM-teM,1904,0.995295347621537
Mdomestica,unM,0,unM-teM,9,0.00756938603868797
Mdomestica,teM,0,unM-teM,2,0.00161290322580645
Mdomestica,unM,1,unM-teM,1180,0.992430613961312
Mdomestica,teM,1,unM-teM,1238,0.998387096774194
Mdomestica,unM,0,unM-unM,64,0.00558025983084837
Mdomestica,unM,1,unM-unM,11405,0.994419740169152
Mesculenta,gbM,0,gbM-gbM,225,0.117924528301887
Mesculenta,gbM,1,gbM-gbM,1683,0.882075471698113
Mesculenta,gbM,0,gbM-teM,2,0.0454545454545455
Mesculenta,teM,0,gbM-teM,0,0
Mesculenta,gbM,1,gbM-teM,42,0.954545454545455
Mesculenta,teM,1,gbM-teM,46,1
Mesculenta,gbM,0,gbM-unM,130,0.132248219735504
Mesculenta,unM,0,gbM-unM,144,0.144433299899699
Mesculenta,gbM,1,gbM-unM,853,0.867751780264496
Mesculenta,unM,1,gbM-unM,853,0.855566700100301
Mesculenta,teM,0,teM-teM,10,0.031055900621118
Mesculenta,teM,1,teM-teM,312,0.968944099378882
Mesculenta,unM,0,unM-teM,25,0.119617224880383
Mesculenta,teM,0,unM-teM,9,0.0416666666666667
Mesculenta,unM,1,unM-teM,184,0.880382775119617
Mesculenta,teM,1,unM-teM,207,0.958333333333333
Mesculenta,unM,0,unM-unM,2380,0.172313929916015
Mesculenta,unM,1,unM-unM,11432,0.827686070083985
Mguttatus,gbM,0,gbM-gbM,343,0.0402157345527025
Mguttatus,gbM,1,gbM-gbM,8186,0.959784265447297
Mguttatus,gbM,0,gbM-teM,14,0.0146290491118077
Mguttatus,teM,0,gbM-teM,4,0.00409416581371546
Mguttatus,gbM,1,gbM-teM,943,0.985370950888192
Mguttatus,teM,1,gbM-teM,973,0.995905834186285
Mguttatus,gbM,0,gbM-unM,18,0.0375
Mguttatus,unM,0,gbM-unM,15,0.0328227571115974
Mguttatus,gbM,1,gbM-unM,462,0.9625
Mguttatus,unM,1,gbM-unM,442,0.967177242888403
Mguttatus,teM,0,teM-teM,13,0.00923295454545455
Mguttatus,teM,1,teM-teM,1395,0.990767045454545
Mguttatus,unM,0,unM-teM,11,0.092436974789916
Mguttatus,teM,0,unM-teM,3,0.0241935483870968
Mguttatus,unM,1,unM-teM,108,0.907563025210084
Mguttatus,teM,1,unM-teM,121,0.975806451612903
