Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Boleracea,gbM-teM,gbM,teM,0,1,22,0.0501138952164009,0-1
Boleracea,gbM-teM,gbM,teM,1,1,404,0.920273348519362,1-1
Boleracea,unM-teM,unM,teM,0,0,2,0.00101574403250381,0-0
Boleracea,unM-teM,unM,teM,1,0,49,0.0248857287963433,1-0
Boleracea,unM-teM,unM,teM,0,1,92,0.0467242254951752,0-1
Boleracea,unM-teM,unM,teM,1,1,1826,0.927374301675978,1-1
Boleracea,unM-unM,unM,unM,0,0,63,0.00533175355450237,0-0
Boleracea,unM-unM,unM,unM,1,0,0,0,1-0
Boleracea,unM-unM,unM,unM,0,1,1056,0.0893703452945159,0-1
Boleracea,unM-unM,unM,unM,1,1,10697,0.905297901150982,1-1
Boleracea,gbM-unM,gbM,unM,0,0,3,0.00427350427350427,0-0
Boleracea,gbM-unM,gbM,unM,1,0,40,0.056980056980057,1-0
Boleracea,gbM-unM,gbM,unM,0,1,55,0.0783475783475783,0-1
Boleracea,gbM-unM,gbM,unM,1,1,604,0.86039886039886,1-1
Boleracea,gbM-gbM,gbM,gbM,0,0,2,0.0161290322580645,0-0
Boleracea,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Boleracea,gbM-gbM,gbM,gbM,0,1,18,0.145161290322581,0-1
Boleracea,gbM-gbM,gbM,gbM,1,1,104,0.838709677419355,1-1
Brapa,unM-teM,unM,teM,0,0,11,0.010648596321394,0-0
Brapa,unM-teM,unM,teM,1,0,42,0.0406582768635044,1-0
Brapa,unM-teM,unM,teM,0,1,95,0.0919651500484027,0-1
Brapa,unM-teM,unM,teM,1,1,885,0.856727976766699,1-1
Brapa,unM-unM,unM,unM,0,0,351,0.0224410203951154,0-0
Brapa,unM-unM,unM,unM,1,0,0,0,1-0
Brapa,unM-unM,unM,unM,0,1,2818,0.180167508471325,0-1
Brapa,unM-unM,unM,unM,1,1,12472,0.797391471133559,1-1
Brapa,gbM-unM,gbM,unM,0,0,1,0.0123456790123457,0-0
Brapa,gbM-unM,gbM,unM,1,0,9,0.111111111111111,1-0
Brapa,gbM-unM,gbM,unM,0,1,9,0.111111111111111,0-1
Brapa,gbM-unM,gbM,unM,1,1,62,0.765432098765432,1-1
Brapa,teM-teM,teM,teM,0,0,22,0.0196253345227475,0-0
Brapa,teM-teM,teM,teM,1,0,0,0,1-0
Brapa,teM-teM,teM,teM,0,1,177,0.157894736842105,0-1
Brapa,teM-teM,teM,teM,1,1,922,0.822479928635147,1-1
Brapa,gbM-teM,gbM,teM,0,0,2,0.025,0-0
Brapa,gbM-teM,gbM,teM,1,0,7,0.0875,1-0
Brapa,gbM-teM,gbM,teM,0,1,6,0.075,0-1
Brapa,gbM-teM,gbM,teM,1,1,65,0.8125,1-1
Brapa,gbM-gbM,gbM,gbM,1,1,3,1,1-1
Brapa,gbM-gbM,gbM,gbM,0,0,0,0,0-0
Brapa,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Brapa,gbM-gbM,gbM,gbM,0,1,0,0,0-1
Bvulgaris,gbM-gbM,gbM,gbM,0,0,5,0.0359712230215827,0-0
Bvulgaris,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Bvulgaris,gbM-gbM,gbM,gbM,0,1,19,0.136690647482014,0-1
Bvulgaris,gbM-gbM,gbM,gbM,1,1,115,0.827338129496403,1-1
Bvulgaris,gbM-unM,gbM,unM,0,0,2,0.0238095238095238,0-0
Bvulgaris,gbM-unM,gbM,unM,1,0,10,0.119047619047619,1-0
Bvulgaris,gbM-unM,gbM,unM,0,1,5,0.0595238095238095,0-1
Bvulgaris,gbM-unM,gbM,unM,1,1,67,0.797619047619048,1-1
Bvulgaris,unM-teM,unM,teM,0,0,26,0.101960784313725,0-0
Bvulgaris,unM-teM,unM,teM,1,0,31,0.12156862745098,1-0
Bvulgaris,unM-teM,unM,teM,0,1,21,0.0823529411764706,0-1
Bvulgaris,unM-teM,unM,teM,1,1,177,0.694117647058824,1-1
Bvulgaris,teM-teM,teM,teM,0,0,66,0.0800970873786408,0-0
Bvulgaris,teM-teM,teM,teM,1,0,0,0,1-0
Bvulgaris,teM-teM,teM,teM,0,1,231,0.280339805825243,0-1
Bvulgaris,teM-teM,teM,teM,1,1,527,0.639563106796116,1-1
Bvulgaris,gbM-teM,gbM,teM,0,0,4,0.0341880341880342,0-0
Bvulgaris,gbM-teM,gbM,teM,1,0,22,0.188034188034188,1-0
Bvulgaris,gbM-teM,gbM,teM,0,1,6,0.0512820512820513,0-1
Bvulgaris,gbM-teM,gbM,teM,1,1,85,0.726495726495726,1-1
Bvulgaris,unM-unM,unM,unM,0,0,41,0.0990338164251208,0-0
Bvulgaris,unM-unM,unM,unM,1,0,0,0,1-0
Bvulgaris,unM-unM,unM,unM,0,1,40,0.0966183574879227,0-1
Bvulgaris,unM-unM,unM,unM,1,1,333,0.804347826086957,1-1
Cclementina,gbM-unM,gbM,unM,0,0,11,0.0181219110378913,0-0
Cclementina,gbM-unM,gbM,unM,1,0,61,0.100494233937397,1-0
Cclementina,gbM-unM,gbM,unM,0,1,64,0.105436573311367,0-1
Cclementina,gbM-unM,gbM,unM,1,1,471,0.775947281713344,1-1
Cclementina,gbM-gbM,gbM,gbM,0,0,17,0.0187018701870187,0-0
Cclementina,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Cclementina,gbM-gbM,gbM,gbM,0,1,186,0.204620462046205,0-1
Cclementina,gbM-gbM,gbM,gbM,1,1,706,0.776677667766777,1-1
Cclementina,unM-unM,unM,unM,0,0,52,0.0177595628415301,0-0
Cclementina,unM-unM,unM,unM,1,0,0,0,1-0
Cclementina,unM-unM,unM,unM,0,1,380,0.129781420765027,0-1
Cclementina,unM-unM,unM,unM,1,1,2496,0.852459016393443,1-1
Cclementina,teM-teM,teM,teM,0,0,2,0.00617283950617284,0-0
Cclementina,teM-teM,teM,teM,1,0,0,0,1-0
Cclementina,teM-teM,teM,teM,0,1,10,0.0308641975308642,0-1
Cclementina,teM-teM,teM,teM,1,1,312,0.962962962962963,1-1
Cclementina,unM-teM,unM,teM,0,0,3,0.0075,0-0
Cclementina,unM-teM,unM,teM,1,0,7,0.0175,1-0
Cclementina,unM-teM,unM,teM,0,1,27,0.0675,0-1
Cclementina,unM-teM,unM,teM,1,1,363,0.9075,1-1
Cclementina,gbM-teM,gbM,teM,0,0,1,0.0140845070422535,0-0
Cclementina,gbM-teM,gbM,teM,1,0,1,0.0140845070422535,1-0
Cclementina,gbM-teM,gbM,teM,0,1,5,0.0704225352112676,0-1
Cclementina,gbM-teM,gbM,teM,1,1,64,0.901408450704225,1-1
Cpapaya,unM-unM,unM,unM,0,0,451,0.353171495693031,0-0
Cpapaya,unM-unM,unM,unM,1,0,0,0,1-0
Cpapaya,unM-unM,unM,unM,0,1,523,0.409553641346907,0-1
Cpapaya,unM-unM,unM,unM,1,1,303,0.237274862960063,1-1
Cpapaya,teM-teM,teM,teM,0,0,155,0.092814371257485,0-0
Cpapaya,teM-teM,teM,teM,1,0,0,0,1-0
Cpapaya,teM-teM,teM,teM,0,1,322,0.192814371257485,0-1
Cpapaya,teM-teM,teM,teM,1,1,1193,0.71437125748503,1-1
Cpapaya,unM-teM,unM,teM,0,0,63,0.173553719008264,0-0
Cpapaya,unM-teM,unM,teM,1,0,54,0.148760330578512,1-0
Cpapaya,unM-teM,unM,teM,0,1,100,0.275482093663912,0-1
Cpapaya,unM-teM,unM,teM,1,1,146,0.402203856749311,1-1
Cpapaya,gbM-teM,gbM,teM,0,0,57,0.182692307692308,0-0
Cpapaya,gbM-teM,gbM,teM,1,0,52,0.166666666666667,1-0
Cpapaya,gbM-teM,gbM,teM,0,1,80,0.256410256410256,0-1
Cpapaya,gbM-teM,gbM,teM,1,1,123,0.394230769230769,1-1
Cpapaya,gbM-gbM,gbM,gbM,0,0,275,0.341614906832298,0-0
Cpapaya,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Cpapaya,gbM-gbM,gbM,gbM,0,1,331,0.411180124223603,0-1
Cpapaya,gbM-gbM,gbM,gbM,1,1,199,0.247204968944099,1-1
Cpapaya,gbM-unM,gbM,unM,0,0,185,0.362035225048924,0-0
Cpapaya,gbM-unM,gbM,unM,1,0,89,0.174168297455969,1-0
Cpapaya,gbM-unM,gbM,unM,0,1,117,0.228962818003914,0-1
Cpapaya,gbM-unM,gbM,unM,1,1,120,0.234833659491194,1-1
Clanatus,unM-unM,unM,unM,0,0,1,0.00087260034904014,0-0
Clanatus,unM-unM,unM,unM,1,0,0,0,1-0
Clanatus,unM-unM,unM,unM,0,1,79,0.068935427574171,0-1
Clanatus,unM-unM,unM,unM,1,1,1066,0.930191972076789,1-1
Clanatus,gbM-unM,gbM,unM,0,0,1,0.00289855072463768,0-0
Clanatus,gbM-unM,gbM,unM,1,0,6,0.0173913043478261,1-0
Clanatus,gbM-unM,gbM,unM,0,1,21,0.0608695652173913,0-1
Clanatus,gbM-unM,gbM,unM,1,1,317,0.918840579710145,1-1
Clanatus,unM-teM,unM,teM,0,0,0,0,0-0
Clanatus,unM-teM,unM,teM,1,0,1,0.0075187969924812,1-0
Clanatus,unM-teM,unM,teM,0,1,10,0.075187969924812,0-1
Clanatus,unM-teM,unM,teM,1,1,122,0.917293233082707,1-1
Clanatus,gbM-gbM,gbM,gbM,0,0,1,0.00222222222222222,0-0
Clanatus,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Clanatus,gbM-gbM,gbM,gbM,0,1,27,0.06,0-1
Clanatus,gbM-gbM,gbM,gbM,1,1,422,0.937777777777778,1-1
Clanatus,gbM-teM,gbM,teM,0,0,0,0,0-0
Clanatus,gbM-teM,gbM,teM,1,0,2,0.0256410256410256,1-0
Clanatus,gbM-teM,gbM,teM,0,1,3,0.0384615384615385,0-1
Clanatus,gbM-teM,gbM,teM,1,1,73,0.935897435897436,1-1
Clanatus,teM-teM,teM,teM,0,0,1,0.00398406374501992,0-0
Clanatus,teM-teM,teM,teM,1,0,0,0,1-0
Clanatus,teM-teM,teM,teM,0,1,16,0.0637450199203187,0-1
Clanatus,teM-teM,teM,teM,1,1,234,0.932270916334661,1-1
Cmelo,teM-teM,teM,teM,0,0,20,0.00754432289701999,0-0
Cmelo,teM-teM,teM,teM,1,0,0,0,1-0
Cmelo,teM-teM,teM,teM,0,1,177,0.0667672576386269,0-1
Cmelo,teM-teM,teM,teM,1,1,2454,0.925688419464353,1-1
Cmelo,unM-unM,unM,unM,0,0,271,0.141219385096404,0-0
Cmelo,unM-unM,unM,unM,1,0,0,0,1-0
Cmelo,unM-unM,unM,unM,0,1,725,0.377800937988536,0-1
Cmelo,unM-unM,unM,unM,1,1,923,0.48097967691506,1-1
Cmelo,unM-teM,unM,teM,0,0,22,0.0522565320665083,0-0
Cmelo,unM-teM,unM,teM,1,0,28,0.0665083135391924,1-0
Cmelo,unM-teM,unM,teM,0,1,73,0.173396674584323,0-1
Cmelo,unM-teM,unM,teM,1,1,298,0.707838479809976,1-1
Cmelo,gbM-unM,gbM,unM,0,0,55,0.0954861111111111,0-0
Cmelo,gbM-unM,gbM,unM,1,0,116,0.201388888888889,1-0
Cmelo,gbM-unM,gbM,unM,0,1,90,0.15625,0-1
Cmelo,gbM-unM,gbM,unM,1,1,315,0.546875,1-1
Cmelo,gbM-teM,gbM,teM,0,0,6,0.0307692307692308,0-0
Cmelo,gbM-teM,gbM,teM,1,0,6,0.0307692307692308,1-0
Cmelo,gbM-teM,gbM,teM,0,1,25,0.128205128205128,0-1
Cmelo,gbM-teM,gbM,teM,1,1,158,0.81025641025641,1-1
Cmelo,gbM-gbM,gbM,gbM,0,0,29,0.0672853828306264,0-0
Cmelo,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Cmelo,gbM-gbM,gbM,gbM,0,1,136,0.31554524361949,0-1
Cmelo,gbM-gbM,gbM,gbM,1,1,266,0.617169373549884,1-1
Crubella,unM-unM,unM,unM,0,0,1396,0.300667671763946,0-0
Crubella,unM-unM,unM,unM,1,0,0,0,1-0
Crubella,unM-unM,unM,unM,0,1,1816,0.391126426879173,0-1
Crubella,unM-unM,unM,unM,1,1,1431,0.308205901356881,1-1
Crubella,unM-teM,unM,teM,0,0,42,0.108247422680412,0-0
Crubella,unM-teM,unM,teM,1,0,26,0.0670103092783505,1-0
Crubella,unM-teM,unM,teM,0,1,101,0.260309278350515,0-1
Crubella,unM-teM,unM,teM,1,1,219,0.564432989690722,1-1
Crubella,gbM-teM,gbM,teM,0,0,11,0.0700636942675159,0-0
Crubella,gbM-teM,gbM,teM,1,0,8,0.0509554140127389,1-0
Crubella,gbM-teM,gbM,teM,0,1,36,0.229299363057325,0-1
Crubella,gbM-teM,gbM,teM,1,1,102,0.64968152866242,1-1
Crubella,gbM-unM,gbM,unM,0,0,327,0.3193359375,0-0
Crubella,gbM-unM,gbM,unM,1,0,227,0.2216796875,1-0
Crubella,gbM-unM,gbM,unM,0,1,208,0.203125,0-1
Crubella,gbM-unM,gbM,unM,1,1,262,0.255859375,1-1
Crubella,gbM-gbM,gbM,gbM,0,0,323,0.302151543498597,0-0
Crubella,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Crubella,gbM-gbM,gbM,gbM,0,1,500,0.467726847521048,0-1
Crubella,gbM-gbM,gbM,gbM,1,1,246,0.230121608980355,1-1
Crubella,teM-teM,teM,teM,0,0,17,0.0306306306306306,0-0
Crubella,teM-teM,teM,teM,1,0,0,0,1-0
Crubella,teM-teM,teM,teM,0,1,68,0.122522522522523,0-1
Crubella,teM-teM,teM,teM,1,1,470,0.846846846846847,1-1
Csativus,gbM-gbM,gbM,gbM,0,0,62,0.0883190883190883,0-0
Csativus,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Csativus,gbM-gbM,gbM,gbM,0,1,268,0.381766381766382,0-1
Csativus,gbM-gbM,gbM,gbM,1,1,372,0.52991452991453,1-1
Csativus,unM-unM,unM,unM,0,0,253,0.156559405940594,0-0
Csativus,unM-unM,unM,unM,1,0,0,0,1-0
Csativus,unM-unM,unM,unM,0,1,616,0.381188118811881,0-1
Csativus,unM-unM,unM,unM,1,1,747,0.462252475247525,1-1
Csativus,gbM-unM,gbM,unM,0,0,87,0.136363636363636,0-0
Csativus,gbM-unM,gbM,unM,1,0,142,0.22257053291536,1-0
Csativus,gbM-unM,gbM,unM,0,1,114,0.178683385579937,0-1
Csativus,gbM-unM,gbM,unM,1,1,295,0.462382445141066,1-1
Csativus,unM-teM,unM,teM,0,0,20,0.0687285223367698,0-0
Csativus,unM-teM,unM,teM,1,0,38,0.130584192439863,1-0
Csativus,unM-teM,unM,teM,0,1,61,0.209621993127148,0-1
Csativus,unM-teM,unM,teM,1,1,172,0.59106529209622,1-1
Csativus,teM-teM,teM,teM,0,0,13,0.0398773006134969,0-0
Csativus,teM-teM,teM,teM,1,0,0,0,1-0
Csativus,teM-teM,teM,teM,0,1,51,0.156441717791411,0-1
Csativus,teM-teM,teM,teM,1,1,262,0.803680981595092,1-1
Csativus,gbM-teM,gbM,teM,0,0,6,0.0416666666666667,0-0
Csativus,gbM-teM,gbM,teM,1,0,9,0.0625,1-0
Csativus,gbM-teM,gbM,teM,0,1,19,0.131944444444444,0-1
Csativus,gbM-teM,gbM,teM,1,1,110,0.763888888888889,1-1
Egrandis,unM-unM,unM,unM,0,0,37,0.0120481927710843,0-0
Egrandis,unM-unM,unM,unM,1,0,0,0,1-0
Egrandis,unM-unM,unM,unM,0,1,330,0.107456854444806,0-1
Egrandis,unM-unM,unM,unM,1,1,2704,0.880494952784109,1-1
Egrandis,teM-teM,teM,teM,0,0,3,0.00575815738963532,0-0
Egrandis,teM-teM,teM,teM,1,0,0,0,1-0
Egrandis,teM-teM,teM,teM,0,1,39,0.0748560460652591,0-1
Egrandis,teM-teM,teM,teM,1,1,479,0.919385796545106,1-1
Egrandis,unM-teM,unM,teM,0,0,0,0,0-0
Egrandis,unM-teM,unM,teM,1,0,8,0.0225352112676056,1-0
Egrandis,unM-teM,unM,teM,0,1,10,0.028169014084507,0-1
Egrandis,unM-teM,unM,teM,1,1,337,0.949295774647887,1-1
Egrandis,gbM-gbM,gbM,gbM,0,0,16,0.019047619047619,0-0
Egrandis,gbM-gbM,gbM,gbM,1,0,0,0,1-0
